sensor_id,machine_id,timestamp,temperature_c,vibration_mm_s,pressure_psi,rpm,power_kw
S002542,M005,2025-03-05 12:00:00,64.3,3.141,88.86,1422.1,22.68
S002543,M005,2025-03-05 16:00:00,65.56,2.971,93.06,1466.3,39.46
S002544,M005,2025-03-05 20:00:00,65.08,3.297,89.41,1406.4,44.84
S002545,M005,2025-03-06 00:00:00,65.14,3.375,91.23,1415.3,34.94
S002546,M005,2025-03-06 04:00:00,65.35,3.41,92.05,1398.0,38.6
S002547,M005,2025-03-06 08:00:00,67.14,3.626,94.04,1430.9,21.97
S002548,M005,2025-03-06 12:00:00,67.63,3.177,91.68,1361.3,39.28
S002549,M005,2025-03-06 16:00:00,68.06,3.197,92.02,1442.3,29.7
S002550,M005,2025-03-06 20:00:00,67.79,2.927,90.43,1389.4,29.76
S002551,M005,2025-03-07 00:00:00,65.82,3.247,88.97,1421.3,44.59
S002552,M005,2025-03-07 04:00:00,65.99,3.585,92.56,1412.2,22.75
S002553,M005,2025-03-07 08:00:00,67.11,3.356,89.97,1407.2,12.26
S002554,M005,2025-03-07 12:00:00,67.51,3.116,92.34,1389.8,21.29
S002555,M005,2025-03-07 16:00:00,66.68,3.253,89.42,1376.4,23.26
S002556,M005,2025-03-07 20:00:00,66.33,3.063,93.73,1389.1,43.92
S002557,M005,2025-03-08 00:00:00,65.69,3.286,89.59,1420.9,35.91
S002558,M005,2025-03-08 04:00:00,64.93,3.399,89.54,1444.5,34.73
S002559,M005,2025-03-08 08:00:00,66.05,3.393,92.18,1436.5,48.46
S002560,M005,2025-03-08 12:00:00,65.98,3.191,91.36,1475.5,14.59
S002561,M005,2025-03-08 16:00:00,66.69,2.911,91.61,1439.6,36.14
S002562,M005,2025-03-08 20:00:00,63.57,3.269,90.24,1387.6,12.4
S002563,M005,2025-03-09 00:00:00,66.0,3.01,89.57,1412.9,34.87
S002564,M005,2025-03-09 04:00:00,65.29,3.31,89.28,1454.5,40.83
S002565,M005,2025-03-09 08:00:00,65.45,3.26,94.23,1410.9,27.03
S002566,M005,2025-03-09 12:00:00,67.54,3.14,90.9,1345.1,25.83
S002567,M005,2025-03-09 16:00:00,67.78,3.125,88.99,1359.8,27.45
S002568,M005,2025-03-09 20:00:00,67.17,3.338,89.97,1477.4,42.47
S002569,M005,2025-03-10 00:00:00,65.74,3.341,93.2,1410.1,23.87
S002570,M005,2025-03-10 04:00:00,67.71,3.263,91.57,1444.1,22.02
S002571,M005,2025-03-10 08:00:00,66.07,3.185,89.2,1417.8,16.8
S002572,M005,2025-03-10 12:00:00,67.25,3.082,92.51,1479.7,21.37
S002573,M005,2025-03-10 16:00:00,65.39,3.257,91.25,1408.9,50.54
S002574,M005,2025-03-10 20:00:00,67.54,3.353,90.04,1418.0,51.22
S002575,M005,2025-03-11 00:00:00,67.05,3.192,89.34,1371.4,37.23
S002576,M005,2025-03-11 04:00:00,64.24,3.241,88.15,1376.3,49.77
S002577,M005,2025-03-11 08:00:00,66.32,3.603,91.69,1398.7,17.68
S002578,M005,2025-03-11 12:00:00,65.77,3.078,90.56,1382.9,22.45
S002579,M005,2025-03-11 16:00:00,64.31,3.758,88.66,1409.8,17.04
S002580,M005,2025-03-11 20:00:00,65.98,3.264,90.87,1397.7,40.01
S002581,M005,2025-03-12 00:00:00,68.89,3.127,91.19,1418.7,14.03
S002582,M005,2025-03-12 04:00:00,67.13,3.414,88.95,1418.4,22.37
S002583,M005,2025-03-12 08:00:00,67.47,2.981,90.08,1410.0,40.67
S002584,M005,2025-03-12 12:00:00,66.02,2.971,91.07,1404.6,34.06
S002585,M005,2025-03-12 16:00:00,66.66,3.524,91.96,1417.7,24.36
S002586,M005,2025-03-12 20:00:00,66.01,3.31,93.74,1433.2,42.38
S002587,M005,2025-03-13 00:00:00,66.45,3.12,91.54,1382.9,17.8
S002588,M005,2025-03-13 04:00:00,66.45,3.408,92.07,1399.6,29.82
S002589,M005,2025-03-13 08:00:00,66.72,3.263,87.47,1430.0,34.03
S002590,M005,2025-03-13 12:00:00,64.8,3.118,90.71,1404.9,32.88
S002591,M005,2025-03-13 16:00:00,68.06,3.334,90.53,1397.7,24.05
S002592,M005,2025-03-13 20:00:00,67.58,3.208,91.8,1383.2,25.46
S002593,M005,2025-03-14 00:00:00,67.92,3.371,90.49,1396.1,45.71
S002594,M005,2025-03-14 04:00:00,64.4,3.492,93.75,1385.0,47.16
S002595,M005,2025-03-14 08:00:00,65.11,3.22,88.77,1391.1,19.36
S002596,M005,2025-03-14 12:00:00,66.26,3.281,92.01,1433.0,15.72
S002597,M005,2025-03-14 16:00:00,66.32,3.598,91.5,1365.1,44.42
S002598,M005,2025-03-14 20:00:00,67.29,3.414,89.96,1411.6,46.7
S002599,M005,2025-03-15 00:00:00,66.86,3.38,88.21,1368.7,13.14
S002600,M005,2025-03-15 04:00:00,67.95,3.316,90.31,1401.5,12.83
S002601,M005,2025-03-15 08:00:00,65.2,3.295,91.52,1401.7,29.02
S002602,M005,2025-03-15 12:00:00,67.79,3.066,89.59,1393.1,33.42
S002603,M005,2025-03-15 16:00:00,67.99,3.159,93.57,1410.8,49.5
S002604,M005,2025-03-15 20:00:00,66.35,3.226,88.7,1398.7,43.99
S002605,M005,2025-03-16 00:00:00,66.77,3.719,89.02,1413.4,33.84
S002606,M005,2025-03-16 04:00:00,67.44,3.673,92.14,1375.4,26.08
S002607,M005,2025-03-16 08:00:00,65.68,3.99,93.35,1387.7,46.98
S002608,M005,2025-03-16 12:00:00,69.77,3.418,90.2,1446.3,45.02
S002609,M005,2025-03-16 16:00:00,66.36,3.327,92.13,1422.6,47.32
S002610,M005,2025-03-16 20:00:00,67.49,3.834,92.69,1386.5,32.9
S002611,M005,2025-03-17 00:00:00,64.68,3.723,90.53,1425.7,49.18
S002612,M005,2025-03-17 04:00:00,67.0,3.385,92.33,1436.9,47.86
S002613,M005,2025-03-17 08:00:00,66.25,3.406,88.95,1409.7,32.55
S002614,M005,2025-03-17 12:00:00,66.26,3.387,88.26,1362.7,51.26
S002615,M005,2025-03-17 16:00:00,67.3,3.125,94.24,1407.9,16.08
S002616,M005,2025-03-17 20:00:00,68.98,3.361,94.18,1412.5,41.5
S002617,M005,2025-03-18 00:00:00,67.85,3.355,87.44,1404.4,46.33
S002618,M005,2025-03-18 04:00:00,69.31,3.327,86.01,1436.8,44.11
S002619,M005,2025-03-18 08:00:00,64.34,3.704,93.06,1369.4,48.6
S002620,M005,2025-03-18 12:00:00,67.36,3.196,91.88,1434.1,32.74
S002621,M005,2025-03-18 16:00:00,69.05,3.557,91.29,1428.9,25.87
S002622,M005,2025-03-18 20:00:00,66.95,3.388,90.07,1408.5,39.25
S002623,M005,2025-03-19 00:00:00,67.84,3.117,90.08,1413.8,22.35
S002624,M005,2025-03-19 04:00:00,67.24,3.292,88.67,1385.7,51.38
S002625,M005,2025-03-19 08:00:00,68.06,3.54,92.38,1415.9,37.57
S002626,M005,2025-03-19 12:00:00,66.99,3.47,93.61,1434.7,27.47
S002627,M005,2025-03-19 16:00:00,63.4,3.413,92.65,1407.0,37.57
S002628,M005,2025-03-19 20:00:00,67.17,3.322,89.64,1349.0,43.7
S002629,M005,2025-03-20 00:00:00,65.07,3.352,89.9,1424.4,23.68
S002630,M005,2025-03-20 04:00:00,68.1,3.355,88.05,1431.9,26.88
S002631,M005,2025-03-20 08:00:00,72.08,3.613,89.74,1435.3,48.14
S002632,M005,2025-03-20 12:00:00,69.56,3.38,85.0,1382.6,37.44
S002633,M005,2025-03-20 16:00:00,65.11,3.414,88.35,1407.7,43.21
S002634,M005,2025-03-20 20:00:00,65.65,3.729,94.23,1461.6,23.7
S002635,M005,2025-03-21 00:00:00,65.03,3.88,89.42,1403.1,21.95
S002636,M005,2025-03-21 04:00:00,67.5,3.193,93.45,1453.8,27.37
S002637,M005,2025-03-21 08:00:00,69.0,3.415,90.85,1408.2,29.43
S002638,M005,2025-03-21 12:00:00,66.55,3.501,92.12,1421.0,49.54
S002639,M005,2025-03-21 16:00:00,65.06,3.91,87.87,1415.2,46.09
S002640,M005,2025-03-21 20:00:00,67.05,3.645,88.82,1395.7,39.2
S002641,M005,2025-03-22 00:00:00,68.15,3.433,92.52,1448.9,34.27
S002642,M005,2025-03-22 04:00:00,70.0,3.551,90.51,1392.1,42.48
S002643,M005,2025-03-22 08:00:00,68.32,3.631,89.89,1417.6,39.46
S002644,M005,2025-03-22 12:00:00,67.56,3.473,90.19,1379.5,29.01
S002645,M005,2025-03-22 16:00:00,68.98,3.214,91.0,1387.6,51.11
S002646,M005,2025-03-22 20:00:00,67.83,3.549,87.4,1374.4,32.57
S002647,M005,2025-03-23 00:00:00,65.87,3.697,91.06,1459.9,16.29
S002648,M005,2025-03-23 04:00:00,67.21,3.65,90.18,1459.6,36.11
S002649,M005,2025-03-23 08:00:00,65.89,3.375,85.65,1455.6,27.54
S002650,M005,2025-03-23 12:00:00,69.15,3.721,89.9,1396.6,28.41
S002651,M005,2025-03-23 16:00:00,67.02,3.437,89.38,1414.1,12.74
S002652,M005,2025-03-23 20:00:00,66.62,3.844,87.69,1419.2,43.22
S002653,M005,2025-03-24 00:00:00,67.54,3.626,87.87,1444.7,27.24
S002654,M005,2025-03-24 04:00:00,67.8,3.547,92.59,1423.3,18.85
S002655,M005,2025-03-24 08:00:00,67.64,3.223,91.04,1373.8,23.65
S002656,M005,2025-03-24 12:00:00,68.28,3.628,87.48,1402.3,37.85
S002657,M005,2025-03-24 16:00:00,65.87,3.397,90.92,1417.6,22.32
S002658,M005,2025-03-24 20:00:00,65.7,3.367,90.14,1433.8,38.23
S002659,M005,2025-03-25 00:00:00,70.17,3.297,86.94,1372.6,37.4
S002660,M005,2025-03-25 04:00:00,65.0,3.676,89.33,1376.0,28.63
S002661,M005,2025-03-25 08:00:00,68.53,3.576,90.11,1364.2,29.21
S002662,M005,2025-03-25 12:00:00,66.08,3.694,91.97,1413.2,48.45
S002663,M005,2025-03-25 16:00:00,67.17,3.59,90.74,1410.9,19.5
S002664,M005,2025-03-25 20:00:00,69.44,3.679,90.5,1424.2,50.84
S002665,M005,2025-03-26 00:00:00,65.6,3.283,85.63,1430.2,12.13
S002666,M005,2025-03-26 04:00:00,68.87,3.713,88.49,1443.0,32.96
S002667,M005,2025-03-26 08:00:00,65.97,3.581,90.32,1398.9,12.45
S002668,M005,2025-03-26 12:00:00,67.54,3.663,86.44,1435.7,45.81
S002669,M005,2025-03-26 16:00:00,65.52,3.392,89.36,1435.5,12.74
S002670,M005,2025-03-26 20:00:00,69.92,3.318,89.18,1358.2,14.34
S002671,M005,2025-03-27 00:00:00,69.79,3.663,86.76,1351.9,15.65
S002672,M005,2025-03-27 04:00:00,66.88,3.482,95.56,1353.0,50.07
S002673,M005,2025-03-27 08:00:00,67.82,3.42,93.5,1490.3,47.04
S002674,M005,2025-03-27 12:00:00,65.81,3.822,91.89,1359.1,19.02
S002675,M005,2025-03-27 16:00:00,66.79,3.046,90.91,1403.9,13.94
S002676,M005,2025-03-27 20:00:00,67.73,3.678,89.37,1446.3,30.27
S002677,M005,2025-03-28 00:00:00,66.55,3.452,91.87,1404.2,25.05
S002678,M005,2025-03-28 04:00:00,69.6,3.769,90.65,1448.2,28.26
S002679,M005,2025-03-28 08:00:00,67.77,3.655,88.25,1442.7,38.96
S002680,M005,2025-03-28 12:00:00,66.34,3.413,90.35,1459.2,39.49
S002681,M005,2025-03-28 16:00:00,68.61,3.271,94.22,1367.7,23.8
S002682,M005,2025-03-28 20:00:00,68.95,3.701,88.23,1372.7,38.61
S002683,M005,2025-03-29 00:00:00,69.33,3.801,88.07,1451.8,28.0
S002684,M005,2025-03-29 04:00:00,66.68,3.496,88.77,1412.2,49.72
S002685,M005,2025-03-29 08:00:00,68.09,3.64,89.57,1428.8,46.07
S002686,M005,2025-03-29 12:00:00,66.47,3.754,89.38,1407.1,45.72
S002687,M005,2025-03-29 16:00:00,68.48,3.416,87.38,1401.7,41.38
S002688,M005,2025-03-29 20:00:00,66.61,3.351,86.54,1419.9,27.32
S002689,M005,2025-03-30 00:00:00,67.06,3.698,89.43,1385.5,29.23
S002690,M005,2025-03-30 04:00:00,64.49,3.752,85.96,1368.9,38.15
S002691,M005,2025-03-30 08:00:00,67.77,3.712,86.69,1375.6,16.13
S002692,M005,2025-03-30 12:00:00,64.92,3.449,89.17,1382.6,47.71
S002693,M005,2025-03-30 16:00:00,69.37,3.407,87.41,1461.0,21.81
S002694,M005,2025-03-30 20:00:00,69.59,3.257,87.56,1384.8,16.91
S002695,M005,2025-03-31 00:00:00,67.57,3.824,89.51,1473.0,47.2
S002696,M005,2025-03-31 04:00:00,66.09,4.181,90.26,1413.9,16.76
S002697,M005,2025-03-31 08:00:00,68.58,3.507,90.21,1439.7,34.47
S002698,M005,2025-03-31 12:00:00,66.41,4.025,88.47,1412.3,50.75
S002699,M005,2025-03-31 16:00:00,68.86,3.889,88.08,1388.1,28.67
S002700,M005,2025-03-31 20:00:00,69.59,3.909,92.81,1356.9,44.84
S002701,M006,2025-01-01 00:00:00,56.08,1.727,105.36,2128.1,22.98
S002702,M006,2025-01-01 04:00:00,53.88,2.188,105.96,2069.8,46.7
S002703,M006,2025-01-01 08:00:00,54.88,2.212,102.38,2093.8,44.73
S002704,M006,2025-01-01 12:00:00,53.61,2.142,105.82,2097.8,11.68
S002705,M006,2025-01-01 16:00:00,54.69,2.062,104.22,2067.4,38.98
S002706,M006,2025-01-01 20:00:00,55.53,1.924,106.7,2076.2,10.26
S002707,M006,2025-01-02 00:00:00,56.17,1.905,105.02,2064.8,27.45
S002708,M006,2025-01-02 04:00:00,55.94,2.379,106.07,2096.5,49.29
S002709,M006,2025-01-02 08:00:00,55.86,2.604,102.02,2135.7,49.5
S002710,M006,2025-01-02 12:00:00,53.83,2.381,103.89,2071.0,26.6
S002711,M006,2025-01-02 16:00:00,56.25,1.928,103.99,2075.9,28.85
S002712,M006,2025-01-02 20:00:00,55.27,2.375,108.42,2038.6,20.29
S002713,M006,2025-01-03 00:00:00,53.62,2.055,108.67,2111.4,36.95
S002714,M006,2025-01-03 04:00:00,56.62,2.032,103.86,2078.6,23.99
S002715,M006,2025-01-03 08:00:00,53.81,2.233,107.0,2103.5,21.73
S002716,M006,2025-01-03 12:00:00,53.12,2.12,104.91,2091.2,48.15
S002717,M006,2025-01-03 16:00:00,57.45,2.096,105.77,2082.0,44.41
S002718,M006,2025-01-03 20:00:00,56.19,2.232,104.99,2054.2,34.8
S002719,M006,2025-01-04 00:00:00,56.96,2.232,104.01,2077.1,20.14
S002720,M006,2025-01-04 04:00:00,55.48,2.737,108.36,2135.7,16.81
S002721,M006,2025-01-04 08:00:00,54.67,2.555,104.18,2092.8,40.58
S002722,M006,2025-01-04 12:00:00,55.98,2.396,105.47,2142.1,34.73
S002723,M006,2025-01-04 16:00:00,57.34,2.082,109.12,2081.9,34.86
S002724,M006,2025-01-04 20:00:00,56.86,2.314,107.9,2094.0,29.89
S002725,M006,2025-01-05 00:00:00,55.96,2.1,105.81,2093.3,38.75
S002726,M006,2025-01-05 04:00:00,55.11,2.024,107.66,2094.2,39.17
S002727,M006,2025-01-05 08:00:00,57.57,1.929,103.14,2098.6,19.39
S002728,M006,2025-01-05 12:00:00,53.76,2.063,104.4,2112.8,21.61
S002729,M006,2025-01-05 16:00:00,55.21,1.886,102.24,2094.4,34.34
S002730,M006,2025-01-05 20:00:00,54.19,2.461,105.31,2172.0,17.82
S002731,M006,2025-01-06 00:00:00,56.65,2.304,102.48,2126.4,47.07
S002732,M006,2025-01-06 04:00:00,52.86,2.111,108.51,2068.4,43.84
S002733,M006,2025-01-06 08:00:00,53.53,2.042,106.54,2098.5,17.33
S002734,M006,2025-01-06 12:00:00,55.23,2.457,105.22,2135.2,25.09
S002735,M006,2025-01-06 16:00:00,56.3,2.235,104.32,2033.7,19.18
S002736,M006,2025-01-06 20:00:00,56.21,2.051,106.35,2074.3,27.17
S002737,M006,2025-01-07 00:00:00,55.06,2.419,105.6,2100.2,19.93
S002738,M006,2025-01-07 04:00:00,57.45,2.034,102.75,2091.2,19.71
S002739,M006,2025-01-07 08:00:00,55.14,2.53,106.74,2128.7,27.57
S002740,M006,2025-01-07 12:00:00,57.29,2.03,107.31,2072.6,37.19
S002741,M006,2025-01-07 16:00:00,52.58,2.398,106.49,2064.6,13.65
S002742,M006,2025-01-07 20:00:00,56.1,2.158,101.81,2055.4,38.14
S002743,M006,2025-01-08 00:00:00,54.69,1.955,106.7,2045.0,16.51
S002744,M006,2025-01-08 04:00:00,57.09,2.207,109.16,2096.9,13.01
S002745,M006,2025-01-08 08:00:00,54.05,2.153,102.06,2113.5,21.49
S002746,M006,2025-01-08 12:00:00,55.06,2.076,110.48,2098.6,12.67
S002747,M006,2025-01-08 16:00:00,55.15,2.611,107.69,2096.5,23.69
S002748,M006,2025-01-08 20:00:00,55.7,1.921,105.23,2112.7,43.28
S002749,M006,2025-01-09 00:00:00,55.57,2.501,102.98,2144.3,31.23
S002750,M006,2025-01-09 04:00:00,58.19,2.189,103.44,2086.4,41.55
S002751,M006,2025-01-09 08:00:00,55.85,2.201,103.61,2088.3,14.86
S002752,M006,2025-01-09 12:00:00,55.0,2.274,105.58,2101.3,44.85
S002753,M006,2025-01-09 16:00:00,56.07,1.906,107.37,2066.3,10.99
S002754,M006,2025-01-09 20:00:00,54.34,2.134,104.11,2104.2,45.39
S002755,M006,2025-01-10 00:00:00,56.37,2.185,104.39,2038.4,37.77
S002756,M006,2025-01-10 04:00:00,54.97,2.417,103.26,2131.8,14.05
S002757,M006,2025-01-10 08:00:00,56.78,2.121,105.06,2099.6,45.46
S002758,M006,2025-01-10 12:00:00,58.13,2.192,105.32,2074.7,12.81
S002759,M006,2025-01-10 16:00:00,56.11,1.847,105.7,2132.5,47.45
S002760,M006,2025-01-10 20:00:00,54.78,2.25,108.35,2060.8,47.54
S002761,M006,2025-01-11 00:00:00,57.68,2.263,103.28,2062.6,36.17
S002762,M006,2025-01-11 04:00:00,57.06,2.057,105.89,2123.0,23.9
S002763,M006,2025-01-11 08:00:00,57.32,2.538,108.36,2135.0,43.88
S002764,M006,2025-01-11 12:00:00,54.74,1.959,101.92,2111.6,49.13
S002765,M006,2025-01-11 16:00:00,55.07,1.835,105.73,2130.3,11.27
S002766,M006,2025-01-11 20:00:00,54.43,2.18,103.78,2110.7,34.82
S002767,M006,2025-01-12 00:00:00,55.76,2.213,107.07,2090.0,30.31
S002768,M006,2025-01-12 04:00:00,54.44,2.075,103.19,2078.3,21.37
S002769,M006,2025-01-12 08:00:00,55.16,2.513,102.25,2050.6,17.78
S002770,M006,2025-01-12 12:00:00,58.55,1.998,106.44,2089.9,15.39
S002771,M006,2025-01-12 16:00:00,56.28,2.444,105.93,2128.4,48.51
S002772,M006,2025-01-12 20:00:00,57.28,2.288,105.91,2111.9,30.97
S002773,M006,2025-01-13 00:00:00,56.44,2.086,109.86,2081.0,13.17
S002774,M006,2025-01-13 04:00:00,58.28,2.171,102.51,2157.5,18.94
S002775,M006,2025-01-13 08:00:00,57.07,1.964,106.32,2053.2,33.59
S002776,M006,2025-01-13 12:00:00,55.42,1.979,104.03,2093.3,43.03
S002777,M006,2025-01-13 16:00:00,52.14,2.161,106.82,2079.9,17.87
S002778,M006,2025-01-13 20:00:00,54.73,2.071,107.52,2106.4,23.24
S002779,M006,2025-01-14 00:00:00,54.66,2.067,102.42,2111.7,45.09
S002780,M006,2025-01-14 04:00:00,55.94,2.2,102.94,2073.2,32.48
S002781,M006,2025-01-14 08:00:00,58.92,2.372,105.33,2085.6,30.93
S002782,M006,2025-01-14 12:00:00,54.56,2.356,104.57,2130.7,13.87
S002783,M006,2025-01-14 16:00:00,55.41,2.261,108.1,2125.6,24.5
S002784,M006,2025-01-14 20:00:00,56.24,2.252,108.34,2058.2,40.28
S002785,M006,2025-01-15 00:00:00,54.55,1.968,105.64,2065.5,42.04
S002786,M006,2025-01-15 04:00:00,53.63,2.258,107.65,2097.4,22.11
S002787,M006,2025-01-15 08:00:00,56.11,2.287,108.71,2102.8,45.22
S002788,M006,2025-01-15 12:00:00,53.46,2.48,106.31,2071.5,18.27
S002789,M006,2025-01-15 16:00:00,54.02,2.289,104.74,2081.6,21.4
S002790,M006,2025-01-15 20:00:00,53.88,2.263,105.36,2114.7,29.64
S002791,M006,2025-01-16 00:00:00,58.17,1.813,104.16,2094.2,33.6
S002792,M006,2025-01-16 04:00:00,54.79,2.165,106.18,2094.8,19.5
S002793,M006,2025-01-16 08:00:00,55.97,2.249,103.46,2131.7,42.85
S002794,M006,2025-01-16 12:00:00,52.58,2.252,103.74,2089.2,47.8
S002795,M006,2025-01-16 16:00:00,57.55,2.324,107.51,2129.2,10.69
S002796,M006,2025-01-16 20:00:00,57.37,2.197,101.79,2074.0,31.27
S002797,M006,2025-01-17 00:00:00,55.22,2.459,105.17,2159.0,35.25
S002798,M006,2025-01-17 04:00:00,54.76,2.034,106.49,2049.9,28.24
S002799,M006,2025-01-17 08:00:00,55.02,2.035,105.17,2085.6,24.43
S002800,M006,2025-01-17 12:00:00,57.98,2.262,103.86,2078.0,21.12
S002801,M006,2025-01-17 16:00:00,54.19,2.321,106.53,2121.0,22.89
S002802,M006,2025-01-17 20:00:00,56.46,1.798,104.5,2123.6,12.45
S002803,M006,2025-01-18 00:00:00,53.54,2.07,105.49,2102.9,12.03
S002804,M006,2025-01-18 04:00:00,55.12,2.159,104.87,2063.1,47.28
S002805,M006,2025-01-18 08:00:00,54.72,2.023,101.64,2111.8,25.15
S002806,M006,2025-01-18 12:00:00,54.09,2.456,104.54,2085.9,39.16
S002807,M006,2025-01-18 16:00:00,54.61,2.159,105.37,2103.3,16.11
S002808,M006,2025-01-18 20:00:00,55.79,1.928,107.63,2073.0,31.83
S002809,M006,2025-01-19 00:00:00,56.16,2.161,102.2,2043.3,36.63
S002810,M006,2025-01-19 04:00:00,56.11,2.411,103.3,2136.1,29.18
S002811,M006,2025-01-19 08:00:00,56.3,1.973,104.8,2104.7,17.87
S002812,M006,2025-01-19 12:00:00,54.08,1.936,103.64,2090.9,12.11
S002813,M006,2025-01-19 16:00:00,53.84,1.966,104.7,2063.9,21.36
S002814,M006,2025-01-19 20:00:00,55.06,2.235,105.52,2055.4,35.23
S002815,M006,2025-01-20 00:00:00,55.21,2.266,107.01,2100.9,28.0
S002816,M006,2025-01-20 04:00:00,54.95,1.993,103.54,2115.8,10.08
S002817,M006,2025-01-20 08:00:00,55.16,2.386,103.58,2066.1,19.62
S002818,M006,2025-01-20 12:00:00,56.06,2.097,105.64,2055.0,13.09
S002819,M006,2025-01-20 16:00:00,55.59,2.287,104.75,2117.3,42.43
S002820,M006,2025-01-20 20:00:00,56.07,2.333,106.03,2143.2,31.04
S002821,M006,2025-01-21 00:00:00,54.41,2.082,104.28,2053.0,39.61
S002822,M006,2025-01-21 04:00:00,56.67,1.965,107.21,2091.6,19.32
S002823,M006,2025-01-21 08:00:00,54.04,2.154,105.35,2029.2,39.31
S002824,M006,2025-01-21 12:00:00,54.5,2.048,102.45,2138.0,29.28
S002825,M006,2025-01-21 16:00:00,55.39,2.428,107.78,2130.3,42.14
S002826,M006,2025-01-21 20:00:00,54.53,2.212,105.92,2053.2,43.72
S002827,M006,2025-01-22 00:00:00,52.7,2.419,104.73,2072.3,17.28
S002828,M006,2025-01-22 04:00:00,54.79,2.492,104.54,2076.4,20.39
S002829,M006,2025-01-22 08:00:00,50.91,1.973,104.83,2007.3,49.48
S002830,M006,2025-01-22 12:00:00,56.7,1.872,104.76,2044.5,18.0
S002831,M006,2025-01-22 16:00:00,52.91,2.258,104.52,2064.8,29.09
S002832,M006,2025-01-22 20:00:00,57.89,2.076,101.95,2115.1,12.07
S002833,M006,2025-01-23 00:00:00,54.38,2.422,104.69,2119.1,38.71
S002834,M006,2025-01-23 04:00:00,55.66,2.278,108.2,2034.0,31.74
S002835,M006,2025-01-23 08:00:00,53.75,2.229,103.58,2105.6,10.58
S002836,M006,2025-01-23 12:00:00,54.07,2.233,106.16,2103.2,47.79
S002837,M006,2025-01-23 16:00:00,55.05,2.594,104.9,2026.2,17.61
S002838,M006,2025-01-23 20:00:00,57.35,1.994,103.75,2066.8,39.97
S002839,M006,2025-01-24 00:00:00,54.57,2.036,108.21,2119.9,18.57
S002840,M006,2025-01-24 04:00:00,56.67,2.507,103.31,2032.2,32.72
S002841,M006,2025-01-24 08:00:00,58.76,2.155,105.51,2052.8,28.01
S002842,M006,2025-01-24 12:00:00,52.58,1.698,105.37,2095.8,35.18
S002843,M006,2025-01-24 16:00:00,55.25,2.514,103.52,2079.8,13.01
S002844,M006,2025-01-24 20:00:00,54.35,1.909,106.04,2123.6,23.68
S002845,M006,2025-01-25 00:00:00,54.07,2.095,103.02,2100.9,40.27
S002846,M006,2025-01-25 04:00:00,56.36,2.054,106.38,2066.8,23.32
S002847,M006,2025-01-25 08:00:00,54.64,2.194,102.8,2091.8,29.45
S002848,M006,2025-01-25 12:00:00,55.1,1.954,104.69,2082.4,33.8
S002849,M006,2025-01-25 16:00:00,55.33,2.258,105.98,2149.8,29.93
S002850,M006,2025-01-25 20:00:00,55.06,2.367,106.32,2162.3,25.16
S002851,M006,2025-01-26 00:00:00,56.96,1.754,104.53,2061.8,27.88
S002852,M006,2025-01-26 04:00:00,54.01,2.25,103.36,2126.6,30.18
S002853,M006,2025-01-26 08:00:00,56.02,2.03,101.68,2103.4,44.5
S002854,M006,2025-01-26 12:00:00,56.31,2.326,109.26,2087.6,42.96
S002855,M006,2025-01-26 16:00:00,51.96,1.672,107.3,2071.6,37.45
S002856,M006,2025-01-26 20:00:00,52.08,1.908,100.19,2118.5,41.84
S002857,M006,2025-01-27 00:00:00,56.47,2.19,107.1,2051.1,30.07
S002858,M006,2025-01-27 04:00:00,53.98,2.103,106.0,2070.9,25.11
S002859,M006,2025-01-27 08:00:00,55.27,2.22,104.56,2072.7,45.42
S002860,M006,2025-01-27 12:00:00,53.71,2.189,103.9,2062.3,33.61
S002861,M006,2025-01-27 16:00:00,57.18,2.015,107.06,2101.1,30.04
S002862,M006,2025-01-27 20:00:00,53.98,1.794,103.67,2086.1,15.57
S002863,M006,2025-01-28 00:00:00,57.19,2.083,108.75,2126.9,30.77
S002864,M006,2025-01-28 04:00:00,55.57,2.196,105.85,2103.7,17.31
S002865,M006,2025-01-28 08:00:00,57.72,2.531,101.46,2173.4,13.57
S002866,M006,2025-01-28 12:00:00,53.34,2.326,106.67,2047.2,26.28
S002867,M006,2025-01-28 16:00:00,54.36,2.158,104.57,2061.7,37.99
S002868,M006,2025-01-28 20:00:00,55.19,2.103,107.15,2112.1,17.61
S002869,M006,2025-01-29 00:00:00,55.46,2.189,103.23,2115.6,35.36
S002870,M006,2025-01-29 04:00:00,53.7,2.523,109.06,2090.2,48.08
S002871,M006,2025-01-29 08:00:00,53.87,2.012,103.18,2100.5,33.3
S002872,M006,2025-01-29 12:00:00,55.36,1.999,103.87,2097.7,18.28
S002873,M006,2025-01-29 16:00:00,53.65,1.885,105.83,2152.4,25.28
S002874,M006,2025-01-29 20:00:00,54.96,2.17,105.49,2130.4,31.11
S002875,M006,2025-01-30 00:00:00,56.53,2.262,105.3,2112.7,16.03
S002876,M006,2025-01-30 04:00:00,56.28,2.377,105.45,2075.5,14.99
S002877,M006,2025-01-30 08:00:00,55.25,2.016,105.72,2077.7,48.76
S002878,M006,2025-01-30 12:00:00,53.14,2.255,105.53,2097.5,39.31
S002879,M006,2025-01-30 16:00:00,56.86,2.237,106.38,2079.6,29.91
S002880,M006,2025-01-30 20:00:00,57.1,2.239,105.01,2084.1,42.63
S002881,M006,2025-01-31 00:00:00,55.96,2.243,106.23,2066.8,15.86
